date,행정동,event_type,plan_ids,allocation_event_type,no_event_allocated_volume,allocated_volume_low,allocated_volume_base,allocated_volume_high,allocated_volume,사업체수,시구,세대수,면적 (㎢),주소수,담당 통상배달국명,집배원수,주소밀도,행정동_위도,행정동_경도,담당 우체국명,담당 우체국 공식주소,담당 우체국 위도,담당 우체국 경도,배달국_집배원수,배달국내_주소비율,배달국내_세대비율,배달국내_사업체비율,인력배분비율,면적,no_event_volume_per_courier,volume_per_courier_low,event_added_volume_low,event_added_volume_per_courier_low,volume_per_courier_base,event_added_volume_base,event_added_volume_per_courier_base,volume_per_courier_high,event_added_volume_high,event_added_volume_per_courier_high,volume_per_courier,office_dong_distance_km,sqrt_area_km,no_event_load_score,load_score_low,load_score_base,load_score_high,load_score,distance_score,area_score,relative_lt_risk_index_low,relative_lt_risk_index_base,relative_lt_risk_index_high,no_event_relative_lt_risk_index,event_risk_delta_low,event_risk_delta_base,event_risk_delta_high,relative_lt_risk_index,event_risk_delta,relative_risk_level_low,relative_risk_level_base,relative_risk_level_high,relative_risk_level,daily_priority_rank_low,daily_priority_rank_base,daily_priority_rank_high,daily_priority_rank,event_uplift_rank_low,event_uplift_rank_base,event_uplift_rank_high,event_uplift_rank
2026-02-20,석봉동,없음,없음,없음,523.9445189685678,523.9445189685678,523.9445189685678,523.9445189685678,523.9445189685678,1250,대덕구,6682,1.22,893,대전대덕,3.632,731.9672131147541,36.44937602135271,127.42369434147474,대전대덕우체국,대전광역시 대덕구 문평동로 16,36.4474738,127.4003943,55,0.04995,0.083205,0.049257,0.066035,1.22,144.26,144.26,0.0,0.0,144.26,0.0,0.0,144.26,0.0,0.0,144.26,2.095,1.105,39.031,39.031,39.031,39.031,39.031,40.741,35.802,39.05,39.05,39.05,39.05,0.0,0.0,0.0,39.05,0.0,Normal,Normal,Normal,Normal,52,52,52,52,,,,
2026-02-20,덕암동,없음,없음,없음,716.313053061888,716.313053061888,716.313053061888,716.313053061888,716.313053061888,2321,대덕구,6654,6.24,2077,대전대덕,4.812,332.8525641025641,36.43111934375323,127.428254440318,대전대덕우체국,대전광역시 대덕구 문평동로 16,36.4474738,127.4003943,55,0.116176,0.082856,0.091461,0.087482,6.24,148.86,148.86,0.0,0.0,148.86,0.0,0.0,148.86,0.0,0.0,148.86,3.085,2.498,40.59,40.59,40.59,40.59,40.59,55.556,80.247,47.549,47.549,47.549,47.549,0.0,0.0,0.0,47.549,0.0,Normal,Normal,Normal,Normal,30,30,30,30,,,,
2026-02-20,목상동,없음,없음,없음,495.88083512037423,495.88083512037423,495.88083512037423,495.88083512037423,495.88083512037423,1965,대덕구,3154,5.79,708,대전대덕,3.199,122.27979274611398,36.43993740673555,127.40305896551196,대전대덕우체국,대전광역시 대덕구 문평동로 16,36.4474738,127.4003943,55,0.039602,0.039274,0.077432,0.058166,5.79,155.01,155.01,0.0,0.0,155.01,0.0,0.0,155.01,0.0,0.0,155.01,0.871,2.406,42.449,42.449,42.449,42.449,42.449,6.173,77.778,38.727,38.727,38.727,38.727,0.0,0.0,0.0,38.727,0.0,Normal,Normal,Normal,Normal,54,54,54,54,,,,
2026-02-20,중앙동,없음,없음,없음,697.6983146518191,697.6983146518191,697.6983146518191,697.6983146518191,697.6983146518191,3182,동구,2746,1.24,2625,대전,4.886,2116.935483870968,36.33113888314285,127.43416166313315,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.10208,0.025194,0.131803,0.078811,1.24,142.8,142.8,0.0,0.0,142.8,0.0,0.0,142.8,0.0,0.0,142.8,0.245,1.114,38.348,38.348,38.348,38.348,38.348,0.0,37.037,30.547,30.547,30.547,30.547,0.0,0.0,0.0,30.547,0.0,Normal,Normal,Normal,Normal,82,82,82,82,,,,
2026-02-20,신인동,없음,없음,없음,485.2909368186931,485.2909368186931,485.2909368186931,485.2909368186931,485.2909368186931,976,동구,6926,0.82,839,대전,3.209,1023.1707317073171,36.32259117871861,127.44114624924396,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.032627,0.063544,0.040427,0.051761,0.82,151.23,151.23,0.0,0.0,151.23,0.0,0.0,151.23,0.0,0.0,151.23,0.962,0.906,41.178,41.178,41.178,41.178,41.178,7.407,18.519,32.158,32.158,32.158,32.158,0.0,0.0,0.0,32.158,0.0,Normal,Normal,Normal,Normal,78,78,78,78,,,,
2026-02-20,효동,없음,없음,없음,780.8129665255151,780.8129665255151,780.8129665255151,780.8129665255151,780.8129665255151,2107,동구,8968,2.41,847,대전,5.221,351.45228215767634,36.31036013413472,127.4565776733535,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.032938,0.082278,0.087275,0.084209,2.41,149.55,149.55,0.0,0.0,149.55,0.0,0.0,149.55,0.0,0.0,149.55,2.901,1.552,40.747,40.747,40.747,40.747,40.747,53.086,60.494,45.189,45.189,45.189,45.189,0.0,0.0,0.0,45.189,0.0,Normal,Normal,Normal,Normal,34,34,34,34,,,,
2026-02-20,판암1동,없음,없음,없음,417.66075841905575,417.66075841905575,417.66075841905575,417.66075841905575,417.66075841905575,835,동구,5981,5.36,592,대전,2.758,110.44776119402984,36.31738327042319,127.46931161511564,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.023022,0.054874,0.034587,0.044481,5.36,151.44,151.44,0.0,0.0,151.44,0.0,0.0,151.44,0.0,0.0,151.44,3.427,2.315,41.255,41.255,41.255,41.255,41.255,59.259,76.543,48.385,48.385,48.385,48.385,0.0,0.0,0.0,48.385,0.0,Normal,Normal,Normal,Normal,28,28,28,28,,,,
2026-02-20,판암2동,없음,없음,없음,313.54641384123727,313.54641384123727,313.54641384123727,313.54641384123727,313.54641384123727,469,동구,5130,0.76,632,대전,2.055,831.578947368421,36.32116846444311,127.45481653995778,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.024577,0.047066,0.019427,0.033137,0.76,152.58,152.58,0.0,0.0,152.58,0.0,0.0,152.58,0.0,0.0,152.58,2.067,0.872,41.609,41.609,41.609,41.609,41.609,37.037,14.815,38.015,38.015,38.015,38.015,0.0,0.0,0.0,38.015,0.0,Normal,Normal,Normal,Normal,57,57,57,57,,,,
2026-02-20,용운동,없음,없음,없음,786.9519800654131,786.9519800654131,786.9519800654131,786.9519800654131,786.9519800654131,1805,동구,10330,3.47,1766,대전,5.244,508.9337175792507,36.3334543818643,127.46197998935912,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.068676,0.094774,0.074766,0.084583,3.47,150.07,150.07,0.0,0.0,150.07,0.0,0.0,150.07,0.0,0.0,150.07,2.569,1.863,40.857,40.857,40.857,40.857,40.857,45.679,69.136,44.649,44.649,44.649,44.649,0.0,0.0,0.0,44.649,0.0,Normal,Normal,Normal,Normal,39,39,39,39,,,,
2026-02-20,대동,없음,없음,없음,494.6411608015954,494.6411608015954,494.6411608015954,494.6411608015954,494.6411608015954,1229,동구,6110,0.78,1528,대전,3.32,1958.974358974359,36.32882179453726,127.44516970753368,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.059421,0.056057,0.050907,0.053545,0.78,148.99,148.99,0.0,0.0,148.99,0.0,0.0,148.99,0.0,0.0,148.99,1.014,0.883,40.62,40.62,40.62,40.62,40.62,11.111,16.667,32.323,32.323,32.323,32.323,0.0,0.0,0.0,32.323,0.0,Normal,Normal,Normal,Normal,77,77,77,77,,,,
2026-02-20,자양동,없음,없음,없음,502.1337526139254,502.1337526139254,502.1337526139254,502.1337526139254,502.1337526139254,1063,동구,6951,1.15,1794,대전,3.352,1560.0000000000002,36.33836164172759,127.45014644283584,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.069765,0.063773,0.044031,0.054067,1.15,149.8,149.8,0.0,0.0,149.8,0.0,0.0,149.8,0.0,0.0,149.8,1.796,1.072,40.795,40.795,40.795,40.795,40.795,28.395,30.864,37.322,37.322,37.322,37.322,0.0,0.0,0.0,37.322,0.0,Normal,Normal,Normal,Normal,61,61,61,61,,,,
2026-02-20,가양1동,없음,없음,없음,554.2350329510982,554.2350329510982,554.2350329510982,554.2350329510982,554.2350329510982,1366,동구,6891,1.03,2473,대전,3.738,2400.9708737864075,36.34322301192842,127.44313464778686,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.09617,0.063223,0.056582,0.060298,1.03,148.27,148.27,0.0,0.0,148.27,0.0,0.0,148.27,0.0,0.0,148.27,1.792,1.015,40.444,40.444,40.444,40.444,40.444,27.16,25.926,36.335,36.335,36.335,36.335,0.0,0.0,0.0,36.335,0.0,Normal,Normal,Normal,Normal,64,64,64,64,,,,
2026-02-20,가양2동,없음,없음,없음,772.2871111448875,772.2871111448875,772.2871111448875,772.2871111448875,772.2871111448875,1863,동구,9766,1.68,2120,대전,5.169,1261.904761904762,36.34844195921923,127.45406473342942,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.082442,0.0896,0.077168,0.083367,1.68,149.41,149.41,0.0,0.0,149.41,0.0,0.0,149.41,0.0,0.0,149.41,2.824,1.296,40.711,40.711,40.711,40.711,40.711,51.852,49.383,43.806,43.806,43.806,43.806,0.0,0.0,0.0,43.806,0.0,Normal,Normal,Normal,Normal,41,41,41,41,,,,
2026-02-20,용전동,없음,없음,없음,972.8313025053608,972.8313025053608,972.8313025053608,972.8313025053608,972.8313025053608,2478,동구,11770,1.2,1801,대전,6.505,1500.8333333333337,36.35408965503487,127.43427686988466,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.070037,0.107986,0.102643,0.104923,1.2,149.55,149.55,0.0,0.0,149.55,0.0,0.0,149.55,0.0,0.0,149.55,2.796,1.095,40.747,40.747,40.747,40.747,40.747,49.383,33.951,41.795,41.795,41.795,41.795,0.0,0.0,0.0,41.795,0.0,Normal,Normal,Normal,Normal,46,46,46,46,,,,
2026-02-20,성남동,없음,없음,없음,446.1460859625731,446.1460859625731,446.1460859625731,446.1460859625731,446.1460859625731,1164,동구,5286,0.83,1393,대전,3.002,1678.3132530120483,36.3438359096628,127.43324655677736,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.054171,0.048497,0.048215,0.04842,0.83,148.62,148.62,0.0,0.0,148.62,0.0,0.0,148.62,0.0,0.0,148.62,1.657,0.911,40.532,40.532,40.532,40.532,40.532,23.457,19.753,35.039,35.039,35.039,35.039,0.0,0.0,0.0,35.039,0.0,Normal,Normal,Normal,Normal,70,70,70,70,,,,
2026-02-20,홍도동,없음,없음,없음,477.3620285724685,477.3620285724685,477.3620285724685,477.3620285724685,477.3620285724685,1109,동구,6209,0.63,1071,대전,3.183,1700.0,36.34812922119385,127.42576115402429,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.041649,0.056965,0.045937,0.051338,0.63,149.97,149.97,0.0,0.0,149.97,0.0,0.0,149.97,0.0,0.0,149.97,2.253,0.794,40.831,40.831,40.831,40.831,40.831,43.21,4.938,37.718,37.718,37.718,37.718,0.0,0.0,0.0,37.718,0.0,Normal,Normal,Normal,Normal,59,59,59,59,,,,
2026-02-20,삼성동,없음,없음,없음,652.3597975138794,652.3597975138794,652.3597975138794,652.3597975138794,652.3597975138794,2022,동구,6432,1.31,2447,대전,4.443,1867.9389312977096,36.3387751804416,127.42531778053282,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.095158,0.059011,0.083754,0.071657,1.31,146.83,146.83,0.0,0.0,146.83,0.0,0.0,146.83,0.0,0.0,146.83,1.334,1.145,40.072,40.072,40.072,40.072,40.072,19.753,39.506,35.952,35.952,35.952,35.952,0.0,0.0,0.0,35.952,0.0,Normal,Normal,Normal,Normal,67,67,67,67,,,,
2026-02-20,대청동,없음,없음,없음,95.03901936326336,95.03901936326336,95.03901936326336,95.03901936326336,95.03901936326336,227,동구,1211,63.59,1305,대전,0.663,20.522094668973107,36.36963029740453,127.49217981860151,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.050749,0.01111,0.009403,0.010701,63.59,143.35,143.35,0.0,0.0,143.35,0.0,0.0,143.35,0.0,0.0,143.35,6.91,7.974,38.622,38.622,38.622,38.622,38.622,81.481,100.0,53.332,53.332,53.332,53.332,0.0,0.0,0.0,53.332,0.0,Normal,Normal,Normal,Normal,10,10,10,10,,,,
2026-02-20,산내동,없음,없음,없음,775.844046943973,775.844046943973,775.844046943973,775.844046943973,775.844046943973,2247,동구,8289,50.42,2482,대전,5.251,49.226497421658074,36.24934161075709,127.46264937980769,대전우체국,대전광역시 동구 대전로 757,36.3289462,127.433855,62,0.09652,0.076049,0.093074,0.084702,50.42,147.75,147.75,0.0,0.0,147.75,0.0,0.0,147.75,0.0,0.0,147.75,9.22,7.101,40.324,40.324,40.324,40.324,40.324,92.593,98.765,56.622,56.622,56.622,56.622,0.0,0.0,0.0,56.622,0.0,Normal,Normal,Normal,Normal,2,2,2,2,,,,
2026-02-20,복수동,없음,없음,없음,673.8710050018482,673.8710050018482,673.8710050018482,673.8710050018482,673.8710050018482,1530,서구,8909,1.78,742,대전둔산,4.446,416.85393258426967,36.30203607567264,127.37681588342411,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.029799,0.041009,0.03026,0.035565,1.78,151.57,151.57,0.0,0.0,151.57,0.0,0.0,151.57,0.0,0.0,151.57,5.606,1.334,41.27,41.27,41.27,41.27,41.27,74.074,53.086,49.012,49.012,49.012,49.012,0.0,0.0,0.0,49.012,0.0,Normal,Normal,Normal,Normal,27,27,27,27,,,,
2026-02-20,도마1동,없음,없음,없음,820.8474756440322,820.8474756440322,820.8474756440322,820.8474756440322,820.8474756440322,2140,서구,9732,1.63,2536,대전둔산,5.525,1555.8282208588955,36.31869308760175,127.38169731223252,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.101847,0.044797,0.042324,0.044201,1.63,148.57,148.57,0.0,0.0,148.57,0.0,0.0,148.57,0.0,0.0,148.57,3.712,1.277,40.517,40.517,40.517,40.517,40.517,60.494,46.914,45.152,45.152,45.152,45.152,0.0,0.0,0.0,45.152,0.0,Normal,Normal,Normal,Normal,35,35,35,35,,,,
2026-02-20,도마2동,없음,없음,없음,635.5599498503109,635.5599498503109,635.5599498503109,635.5599498503109,635.5599498503109,1509,서구,8135,1.77,1948,대전둔산,4.267,1100.5649717514125,36.32051768969095,127.36544105632946,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.078233,0.037446,0.029845,0.034132,1.77,148.95,148.95,0.0,0.0,148.95,0.0,0.0,148.95,0.0,0.0,148.95,3.953,1.33,40.612,40.612,40.612,40.612,40.612,62.963,51.852,46.206,46.206,46.206,46.206,0.0,0.0,0.0,46.206,0.0,Normal,Normal,Normal,Normal,32,32,32,32,,,,
2026-02-20,정림동,없음,없음,없음,563.0740780920014,563.0740780920014,563.0740780920014,563.0740780920014,563.0740780920014,1444,서구,6773,6.04,938,대전둔산,3.744,155.2980132450331,36.2942818883227,127.36594968910964,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.037671,0.031177,0.028559,0.029952,6.04,150.39,150.39,0.0,0.0,150.39,0.0,0.0,150.39,0.0,0.0,150.39,6.657,2.458,40.952,40.952,40.952,40.952,40.952,80.247,79.012,52.617,52.617,52.617,52.617,0.0,0.0,0.0,52.617,0.0,Normal,Normal,Normal,Normal,16,16,16,16,,,,
2026-02-20,변동,없음,없음,없음,651.663159902122,651.663159902122,651.663159902122,651.663159902122,651.663159902122,1992,서구,6538,1.48,2306,대전둔산,4.423,1558.108108108108,36.328007494086265,127.38031550817612,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.09261,0.030095,0.039397,0.035387,1.48,147.34,147.34,0.0,0.0,147.34,0.0,0.0,147.34,0.0,0.0,147.34,2.706,1.217,40.218,40.218,40.218,40.218,40.218,48.148,41.975,41.98,41.98,41.98,41.98,0.0,0.0,0.0,41.98,0.0,Normal,Normal,Normal,Normal,45,45,45,45,,,,
2026-02-20,용문동,없음,없음,없음,556.2597289490853,556.2597289490853,556.2597289490853,556.2597289490853,556.2597289490853,1318,서구,7131,1.01,1131,대전둔산,3.702,1119.8019801980197,36.33881252746284,127.3984704509078,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.045422,0.032825,0.026067,0.029618,1.01,150.26,150.26,0.0,0.0,150.26,0.0,0.0,150.26,0.0,0.0,150.26,1.818,1.005,40.908,40.908,40.908,40.908,40.908,29.63,24.691,37.031,37.031,37.031,37.031,0.0,0.0,0.0,37.031,0.0,Normal,Normal,Normal,Normal,63,63,63,63,,,,
2026-02-20,탄방동,없음,없음,없음,1491.192943449545,1491.192943449545,1491.192943449545,1491.192943449545,1491.192943449545,4575,서구,14893,1.65,1398,대전둔산,9.909,847.2727272727274,36.34366753339107,127.3897174059272,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.056145,0.068554,0.090483,0.079272,1.65,150.49,150.49,0.0,0.0,150.49,0.0,0.0,150.49,0.0,0.0,150.49,0.963,1.285,40.97,40.97,40.97,40.97,40.97,8.642,48.148,35.222,35.222,35.222,35.222,0.0,0.0,0.0,35.222,0.0,Normal,Normal,Normal,Normal,68,68,68,68,,,,
2026-02-20,둔산1동,없음,없음,없음,726.7636590832183,726.7636590832183,726.7636590832183,726.7636590832183,726.7636590832183,2605,서구,5737,1.07,118,대전둔산,4.825,110.28037383177568,36.35339498070636,127.3899287194474,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.004739,0.026408,0.051521,0.038601,1.07,150.62,150.62,0.0,0.0,150.62,0.0,0.0,150.62,0.0,0.0,150.62,0.37,1.034,41.018,41.018,41.018,41.018,41.018,1.235,28.395,31.799,31.799,31.799,31.799,0.0,0.0,0.0,31.799,0.0,Normal,Normal,Normal,Normal,79,79,79,79,,,,
2026-02-20,둔산2동,없음,없음,없음,1635.9700559740277,1635.9700559740277,1635.9700559740277,1635.9700559740277,1635.9700559740277,5327,서구,15091,2.4,381,대전둔산,10.829,158.75,36.35476231012607,127.37945811482132,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.015301,0.069465,0.105356,0.086635,2.4,151.07,151.07,0.0,0.0,151.07,0.0,0.0,151.07,0.0,0.0,151.07,0.688,1.549,41.138,41.138,41.138,41.138,41.138,2.469,59.259,35.216,35.216,35.216,35.216,0.0,0.0,0.0,35.216,0.0,Normal,Normal,Normal,Normal,69,69,69,69,,,,
2026-02-20,둔산3동,없음,없음,없음,592.3242763852126,592.3242763852126,592.3242763852126,592.3242763852126,592.3242763852126,1332,서구,7883,0.75,333,대전둔산,3.889,444.0,36.35324728323007,127.39991834934412,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.013373,0.036286,0.026344,0.031113,0.75,152.31,152.31,0.0,0.0,152.31,0.0,0.0,152.31,0.0,0.0,152.31,1.233,0.866,41.503,41.503,41.503,41.503,41.503,16.049,13.58,33.62,33.62,33.62,33.62,0.0,0.0,0.0,33.62,0.0,Normal,Normal,Normal,Normal,73,73,73,73,,,,
2026-02-20,괴정동,없음,없음,없음,1154.0480250601133,1154.0480250601133,1154.0480250601133,1154.0480250601133,1154.0480250601133,3492,서구,11723,1.25,1935,대전둔산,7.712,1548.0,36.33805614763952,127.37878675887728,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.077711,0.053962,0.069064,0.061699,1.25,149.64,149.64,0.0,0.0,149.64,0.0,0.0,149.64,0.0,0.0,149.64,1.675,1.118,40.769,40.769,40.769,40.769,40.769,24.691,38.272,37.304,37.304,37.304,37.304,0.0,0.0,0.0,37.304,0.0,Normal,Normal,Normal,Normal,62,62,62,62,,,,
2026-02-20,가장동,없음,없음,없음,374.1866847789492,374.1866847789492,374.1866847789492,374.1866847789492,374.1866847789492,892,서구,4775,0.57,793,대전둔산,2.493,1391.2280701754387,36.33163295860545,127.38831253446264,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.031847,0.02198,0.017642,0.019941,0.57,150.09,150.09,0.0,0.0,150.09,0.0,0.0,150.09,0.0,0.0,150.09,2.258,0.755,40.868,40.868,40.868,40.868,40.868,44.444,2.469,37.743,37.743,37.743,37.743,0.0,0.0,0.0,37.743,0.0,Normal,Normal,Normal,Normal,58,58,58,58,,,,
2026-02-20,내동,없음,없음,없음,716.7414070892971,716.7414070892971,716.7414070892971,716.7414070892971,716.7414070892971,1611,서구,9542,0.99,1300,대전둔산,4.755,1313.1313131313132,36.33439858110368,127.37754674587718,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.052209,0.043923,0.031862,0.038044,0.99,150.73,150.73,0.0,0.0,150.73,0.0,0.0,150.73,0.0,0.0,150.73,2.094,0.995,41.058,41.058,41.058,41.058,41.058,39.506,22.222,38.864,38.864,38.864,38.864,0.0,0.0,0.0,38.864,0.0,Normal,Normal,Normal,Normal,53,53,53,53,,,,
2026-02-20,갈마1동,없음,없음,없음,911.1823188634219,911.1823188634219,911.1823188634219,911.1823188634219,911.1823188634219,2099,서구,11924,1.5,1426,대전둔산,6.037,950.6666666666666,36.34862288787222,127.36583843348868,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.057269,0.054887,0.041513,0.048293,1.5,150.93,150.93,0.0,0.0,150.93,0.0,0.0,150.93,0.0,0.0,150.93,1.864,1.225,41.091,41.091,41.091,41.091,41.091,33.333,45.062,39.936,39.936,39.936,39.936,0.0,0.0,0.0,39.936,0.0,Normal,Normal,Normal,Normal,51,51,51,51,,,,
2026-02-20,갈마2동,없음,없음,없음,991.0030364746988,991.0030364746988,991.0030364746988,991.0030364746988,991.0030364746988,2136,서구,13564,0.73,1077,대전둔산,6.529,1475.342465753425,36.346573975545475,127.37401179364224,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.043253,0.062436,0.042245,0.052231,0.73,151.78,151.78,0.0,0.0,151.78,0.0,0.0,151.78,0.0,0.0,151.78,1.245,0.854,41.35,41.35,41.35,41.35,41.35,17.284,12.346,33.636,33.636,33.636,33.636,0.0,0.0,0.0,33.636,0.0,Normal,Normal,Normal,Normal,72,72,72,72,,,,
2026-02-20,월평1동,없음,없음,없음,733.6220546141857,733.6220546141857,733.6220546141857,733.6220546141857,733.6220546141857,2176,서구,7630,2.8,1272,대전둔산,4.902,454.28571428571433,36.34361442053737,127.35652623378532,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.051084,0.035122,0.043036,0.039215,2.8,149.66,149.66,0.0,0.0,149.66,0.0,0.0,149.66,0.0,0.0,149.66,2.816,1.673,40.777,40.777,40.777,40.777,40.777,50.617,63.58,45.025,45.025,45.025,45.025,0.0,0.0,0.0,45.025,0.0,Normal,Normal,Normal,Normal,36,36,36,36,,,,
2026-02-20,월평2동,없음,없음,없음,624.0734280742173,624.0734280742173,624.0734280742173,624.0734280742173,624.0734280742173,1794,서구,6722,0.55,64,대전둔산,4.11,116.36363636363636,36.36148640008324,127.37685175494548,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.00257,0.030942,0.035481,0.032877,0.55,151.84,151.84,0.0,0.0,151.84,0.0,0.0,151.84,0.0,0.0,151.84,1.361,0.742,41.354,41.354,41.354,41.354,41.354,20.988,1.235,33.269,33.269,33.269,33.269,0.0,0.0,0.0,33.269,0.0,Normal,Normal,Normal,Normal,74,74,74,74,,,,
2026-02-20,월평3동,없음,없음,없음,487.0033756671177,487.0033756671177,487.0033756671177,487.0033756671177,487.0033756671177,817,서구,7609,0.9,16,대전둔산,3.163,17.77777777777778,36.36119431302878,127.36746455321634,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.000643,0.035025,0.016158,0.025308,0.9,153.97,153.97,0.0,0.0,153.97,0.0,0.0,153.97,0.0,0.0,153.97,1.976,0.949,42.091,42.091,42.091,42.091,42.091,34.568,20.988,38.476,38.476,38.476,38.476,0.0,0.0,0.0,38.476,0.0,Normal,Normal,Normal,Normal,55,55,55,55,,,,
2026-02-20,만년동,없음,없음,없음,592.1788786807226,592.1788786807226,592.1788786807226,592.1788786807226,592.1788786807226,1771,서구,6100,1.71,340,대전둔산,3.92,198.8304093567251,36.368389886465586,127.3828053708733,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.013655,0.028079,0.035026,0.031359,1.71,151.07,151.07,0.0,0.0,151.07,0.0,0.0,151.07,0.0,0.0,151.07,1.863,1.308,41.138,41.138,41.138,41.138,41.138,32.099,50.617,40.278,40.278,40.278,40.278,0.0,0.0,0.0,40.278,0.0,Normal,Normal,Normal,Normal,50,50,50,50,,,,
2026-02-20,가수원동,없음,없음,없음,450.18727475830093,450.18727475830093,450.18727475830093,450.18727475830093,450.18727475830093,1305,서구,4805,4.89,938,대전둔산,3.015,191.82004089979552,36.29000299471265,127.35158403300764,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.037671,0.022118,0.02581,0.024117,4.89,149.32,149.32,0.0,0.0,149.32,0.0,0.0,149.32,0.0,0.0,149.32,7.548,2.211,40.693,40.693,40.693,40.693,40.693,82.716,72.84,52.312,52.312,52.312,52.312,0.0,0.0,0.0,52.312,0.0,Normal,Normal,Normal,Normal,18,18,18,18,,,,
2026-02-20,도안동,없음,없음,없음,1205.8848027533788,1205.8848027533788,1205.8848027533788,1205.8848027533788,1205.8848027533788,3223,서구,13976,5.23,955,대전둔산,7.969,182.6003824091778,36.31822837871561,127.34785761297572,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.038353,0.064333,0.063744,0.063755,5.23,151.32,151.32,0.0,0.0,151.32,0.0,0.0,151.32,0.0,0.0,151.32,5.082,2.287,41.218,41.218,41.218,41.218,41.218,67.901,75.309,49.964,49.964,49.964,49.964,0.0,0.0,0.0,49.964,0.0,Normal,Normal,Normal,Normal,24,24,24,24,,,,
2026-02-20,관저1동,없음,없음,없음,512.5914471676958,512.5914471676958,512.5914471676958,512.5914471676958,512.5914471676958,1202,서구,6622,1.06,256,대전둔산,3.367,241.50943396226413,36.30749088879059,127.33870922869716,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.010281,0.030482,0.023773,0.026939,1.06,152.24,152.24,0.0,0.0,152.24,0.0,0.0,152.24,0.0,0.0,152.24,6.519,1.03,41.489,41.489,41.489,41.489,41.489,79.012,27.16,47.561,47.561,47.561,47.561,0.0,0.0,0.0,47.561,0.0,Normal,Normal,Normal,Normal,29,29,29,29,,,,
2026-02-20,관저2동,없음,없음,없음,1549.9120849551516,1549.9120849551516,1549.9120849551516,1549.9120849551516,1549.9120849551516,3739,서구,19599,4.62,907,대전둔산,10.197,196.32034632034632,36.29134224245876,127.33262654645571,대전둔산우체국,대전광역시 서구 둔산로 111,36.3518707,127.3862544,125,0.036426,0.090216,0.073949,0.081572,4.62,152.0,152.0,0.0,0.0,152.0,0.0,0.0,152.0,0.0,0.0,152.0,8.269,2.149,41.412,41.412,41.412,41.412,41.412,85.185,71.605,53.186,53.186,53.186,53.186,0.0,0.0,0.0,53.186,0.0,Normal,Normal,Normal,Normal,11,11,11,11,,,,
