계획ID,접수일자,연도,이벤트명,이벤트유형,이벤트군,발송기관,발송순서,발송일수,발송일수_구분,일별배분비율,계획총예상추가물량_낮음,계획총예상추가물량_기준,계획총예상추가물량_높음,예상추가물량_낮음,예상추가물량_기준,예상추가물량_높음,배분비율산정방법,배분이력표본수,배분이력기준종료일,계획상태,모델입력사용가능,확신수준,원천데이터관측여부
BDP-002,2024-02-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.2,0,0,0,0,0,0,과거 분포 없음: 발송일수 균등배분,0,,과거백테스트계획,1,보통,1
BDP-002,2024-02-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,0.2,0,0,0,0,0,0,과거 분포 없음: 발송일수 균등배분,0,,과거백테스트계획,1,보통,1
BDP-002,2024-02-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.2,0,0,0,0,0,0,과거 분포 없음: 발송일수 균등배분,0,,과거백테스트계획,1,보통,1
BDP-002,2024-02-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.2,0,0,0,0,0,0,과거 분포 없음: 발송일수 균등배분,0,,과거백테스트계획,1,보통,0
BDP-002,2024-02-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.2,0,0,0,0,0,0,과거 분포 없음: 발송일수 균등배분,0,,과거백테스트계획,1,보통,0
BDP-003,2024-03-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,34189,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,1
BDP-003,2024-03-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,34189,68378,0,34189,68378,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,1
BDP-003,2024-03-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,34189,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,0
BDP-003,2024-03-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,34189,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,0
BDP-003,2024-03-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,34189,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,1
BDP-004,2024-04-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,0
BDP-004,2024-04-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,0,68378,0,0,68378,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,1
BDP-004,2024-04-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,0,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,1
BDP-004,2024-04-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,1
BDP-004,2024-04-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,68378,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-02-25,과거백테스트계획,1,보통,1
BDP-005,2024-05-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,6872,51988,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-005,2024-05-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,6872,51988,0,6872,51988,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-005,2024-05-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,6872,51988,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-005,2024-05-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,6872,51988,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-005,2024-05-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,6872,51988,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,0
BDP-007,2024-06-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,46524,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-007,2024-06-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,0,46524,0,0,46524,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,0
BDP-007,2024-06-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,0,46524,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,0
BDP-007,2024-06-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,46524,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-007,2024-06-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,46524,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-009,2024-07-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,41061,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,0
BDP-009,2024-07-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,0,41061,0,0,41061,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-009,2024-07-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,0,41061,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-009,2024-07-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,41061,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-009,2024-07-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,41061,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-012,2024-08-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,35598,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-012,2024-08-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,0,35598,0,0,35598,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-012,2024-08-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,0,35598,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,1
BDP-012,2024-08-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,35598,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,0
BDP-012,2024-08-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,35598,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,2,2024-04-25,과거백테스트계획,1,높음,0
BDP-014,2024-09-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,82438,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,3,2024-08-25,과거백테스트계획,1,높음,0
BDP-014,2024-09-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,0,82438,0,0,82438,동일 이벤트 과거 발송분포의 순서별 중앙값,3,2024-08-25,과거백테스트계획,1,높음,0
BDP-014,2024-09-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,0,82438,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,3,2024-08-25,과거백테스트계획,1,높음,1
BDP-014,2024-09-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,82438,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,3,2024-08-25,과거백테스트계획,1,높음,1
BDP-014,2024-09-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,82438,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,3,2024-08-25,과거백테스트계획,1,높음,1
BDP-015,2024-10-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,106465,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,4,2024-09-25,과거백테스트계획,1,높음,1
BDP-015,2024-10-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,0.8689405476,0,0,106465,0,0,92512,동일 이벤트 과거 발송분포의 순서별 중앙값,4,2024-09-25,과거백테스트계획,1,높음,1
BDP-015,2024-10-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.1310594524,0,0,106465,0,0,13953,동일 이벤트 과거 발송분포의 순서별 중앙값,4,2024-09-25,과거백테스트계획,1,높음,1
BDP-015,2024-10-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,106465,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,4,2024-09-25,과거백테스트계획,1,높음,1
BDP-015,2024-10-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,106465,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,4,2024-09-25,과거백테스트계획,1,높음,1
BDP-016,2024-11-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,6872,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-016,2024-11-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,6872,105368,0,6872,105368,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-016,2024-11-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,6872,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,0
BDP-016,2024-11-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,6872,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,0
BDP-016,2024-11-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,6872,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-018,2024-12-21,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,0
BDP-018,2024-12-22,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,0,104270,0,0,104270,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,0
BDP-018,2024-12-23,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,0,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-018,2024-12-24,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-018,2024-12-25,2024,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,0
BDP-019,2025-01-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,100681,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-019,2025-01-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,0,100681,0,0,100681,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-019,2025-01-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,0,100681,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-019,2025-01-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,100681,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,1
BDP-019,2025-01-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,100681,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,5,2024-10-25,과거백테스트계획,1,높음,0
BDP-020,2025-02-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,0,97092,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,6,2025-01-25,과거백테스트계획,1,높음,1
BDP-020,2025-02-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,0.7465555621,0,0,97092,0,0,72485,동일 이벤트 과거 발송분포의 순서별 중앙값,6,2025-01-25,과거백테스트계획,1,높음,0
BDP-020,2025-02-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.2534444379,0,0,97092,0,0,24607,동일 이벤트 과거 발송분포의 순서별 중앙값,6,2025-01-25,과거백테스트계획,1,높음,0
BDP-020,2025-02-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,0,97092,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,6,2025-01-25,과거백테스트계획,1,높음,1
BDP-020,2025-02-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,0,97092,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,6,2025-01-25,과거백테스트계획,1,높음,1
BDP-021,2025-03-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,6872,93503,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,7,2025-02-25,과거백테스트계획,1,높음,1
BDP-021,2025-03-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,6872,93503,0,6872,93503,동일 이벤트 과거 발송분포의 순서별 중앙값,7,2025-02-25,과거백테스트계획,1,높음,1
BDP-021,2025-03-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,6872,93503,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,7,2025-02-25,과거백테스트계획,1,높음,0
BDP-021,2025-03-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,6872,93503,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,7,2025-02-25,과거백테스트계획,1,높음,1
BDP-021,2025-03-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,6872,93503,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,7,2025-02-25,과거백테스트계획,1,높음,1
BDP-022,2025-04-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,13744,89914,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,8,2025-03-25,과거백테스트계획,1,높음,1
BDP-022,2025-04-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,13744,89914,0,13744,89914,동일 이벤트 과거 발송분포의 순서별 중앙값,8,2025-03-25,과거백테스트계획,1,높음,1
BDP-022,2025-04-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,13744,89914,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,8,2025-03-25,과거백테스트계획,1,높음,1
BDP-022,2025-04-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,13744,89914,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,8,2025-03-25,과거백테스트계획,1,높음,1
BDP-022,2025-04-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,13744,89914,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,8,2025-03-25,과거백테스트계획,1,높음,1
BDP-023,2025-05-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,15577,88118,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,9,2025-04-25,과거백테스트계획,1,높음,1
BDP-023,2025-05-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,15577,88118,0,15577,88118,동일 이벤트 과거 발송분포의 순서별 중앙값,9,2025-04-25,과거백테스트계획,1,높음,1
BDP-023,2025-05-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,15577,88118,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,9,2025-04-25,과거백테스트계획,1,높음,1
BDP-023,2025-05-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,15577,88118,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,9,2025-04-25,과거백테스트계획,1,높음,1
BDP-023,2025-05-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,15577,88118,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,9,2025-04-25,과거백테스트계획,1,높음,0
BDP-024,2025-06-09,2025,제1기분 자동차세,주거형,세금,대전광역시 5개 자치구 세무부서,1,5,영업일,0.099748555,244984,306230,367476,24437,30546,36655,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-06-14,과거백테스트계획,1,보통,1
BDP-024,2025-06-10,2025,제1기분 자동차세,주거형,세금,대전광역시 5개 자치구 세무부서,2,5,영업일,0.3668304869,244984,306230,367476,89867,112335,134802,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-06-14,과거백테스트계획,1,보통,1
BDP-024,2025-06-11,2025,제1기분 자동차세,주거형,세금,대전광역시 5개 자치구 세무부서,3,5,영업일,0.0124938772,244984,306230,367476,3061,3826,4591,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-06-14,과거백테스트계획,1,보통,1
BDP-024,2025-06-12,2025,제1기분 자동차세,주거형,세금,대전광역시 5개 자치구 세무부서,4,5,영업일,0.520927081,244984,306230,367476,127619,159523,191428,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-06-14,과거백테스트계획,1,보통,1
BDP-024,2025-06-13,2025,제1기분 자동차세,주거형,세금,대전광역시 5개 자치구 세무부서,5,5,영업일,0.0,244984,306230,367476,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-06-14,과거백테스트계획,1,보통,1
BDP-025,2025-06-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,17410,108660,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,0
BDP-025,2025-06-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,17410,108660,0,17410,108660,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-025,2025-06-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,17410,108660,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-025,2025-06-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,17410,108660,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-025,2025-06-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,17410,108660,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-026,2025-07-09,2025,재산세(건축),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,1,5,영업일,0.0,362471,453088,543706,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-15,과거백테스트계획,1,보통,1
BDP-026,2025-07-10,2025,재산세(건축),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,2,5,영업일,0.0,362471,453088,543706,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-15,과거백테스트계획,1,보통,1
BDP-026,2025-07-11,2025,재산세(건축),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,3,5,영업일,0.0627515375,362471,453088,543706,22746,28432,34118,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-15,과거백테스트계획,1,보통,1
BDP-026,2025-07-14,2025,재산세(건축),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,4,5,영업일,0.9372484625,362471,453088,543706,339725,424656,509588,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-15,과거백테스트계획,1,보통,1
BDP-026,2025-07-15,2025,재산세(건축),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,5,5,영업일,0.0,362471,453088,543706,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-15,과거백테스트계획,1,보통,1
BDP-027,2025-07-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,15577,107562,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-027,2025-07-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,15577,107562,0,15577,107562,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-027,2025-07-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,15577,107562,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-027,2025-07-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,15577,107562,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-027,2025-07-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,15577,107562,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-028,2025-07-25,2025,주민세(사업소분),사업체형,세금,대전광역시 5개 자치구 세무부서,1,5,영업일,0.0,29272,36590,43908,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-31,과거백테스트계획,1,보통,1
BDP-028,2025-07-28,2025,주민세(사업소분),사업체형,세금,대전광역시 5개 자치구 세무부서,2,5,영업일,0.2405575294,29272,36590,43908,7042,8802,10562,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-31,과거백테스트계획,1,보통,1
BDP-028,2025-07-29,2025,주민세(사업소분),사업체형,세금,대전광역시 5개 자치구 세무부서,3,5,영업일,0.0,29272,36590,43908,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-31,과거백테스트계획,1,보통,1
BDP-028,2025-07-30,2025,주민세(사업소분),사업체형,세금,대전광역시 5개 자치구 세무부서,4,5,영업일,0.0,29272,36590,43908,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-31,과거백테스트계획,1,보통,1
BDP-028,2025-07-31,2025,주민세(사업소분),사업체형,세금,대전광역시 5개 자치구 세무부서,5,5,영업일,0.7594424706,29272,36590,43908,22230,27788,33346,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-07-31,과거백테스트계획,1,보통,1
