date,시구,행정동,담당 우체국명,event_type,allocation_event_type,plan_ids,집배원수,세대수,사업체수,면적 (㎢),행정동_위도,행정동_경도,담당 우체국 위도,담당 우체국 경도,office_dong_distance_km,no_event_allocated_volume,allocated_volume_low,allocated_volume_base,allocated_volume_high,event_added_volume_base,no_event_volume_per_courier,volume_per_courier_low,volume_per_courier_base,volume_per_courier_high,event_added_volume_per_courier_base,no_event_load_score,load_score_base,distance_score,area_score,no_event_relative_lt_risk_index,relative_lt_risk_index_low,relative_lt_risk_index_base,relative_lt_risk_index_high,event_risk_delta_low,event_risk_delta_base,event_risk_delta_high,relative_risk_level_low,relative_risk_level_base,relative_risk_level_high,daily_priority_rank_low,daily_priority_rank_base,daily_priority_rank_high,event_uplift_rank_low,event_uplift_rank_base,event_uplift_rank_high
2026-02-10,서구,도안동,대전둔산우체국,없음,없음,없음,7.969,13976,3223,5.23,36.31822837871561,127.34785761297572,36.3518707,127.3862544,5.082,1175.4282399167116,1175.4282399167116,1175.4282399167116,1175.4282399167116,0.0,147.5,147.5,147.5,147.5,0.0,40.269,40.269,67.901,75.309,49.299,49.299,49.299,49.299,0.0,0.0,0.0,Normal,Normal,Normal,24,24,24,,,
2026-02-10,중구,석교동,서대전우체국,없음,없음,없음,4.046,7609,1480,4.32,36.30178687806585,127.44127878535711,36.3344823,127.3979405,5.319,591.5343293722884,591.5343293722884,591.5343293722884,591.5343293722884,0.0,146.2,146.2,146.2,146.2,0.0,39.864,39.864,69.136,70.37,48.769,48.769,48.769,48.769,0.0,0.0,0.0,Normal,Normal,Normal,25,25,25,,,
2026-02-10,서구,복수동,대전둔산우체국,없음,없음,없음,4.446,8909,1530,1.78,36.30203607567264,127.37681588342411,36.3518707,127.3862544,5.606,656.8513074645833,656.8513074645833,656.8513074645833,656.8513074645833,0.0,147.74,147.74,147.74,147.74,0.0,40.324,40.324,74.074,53.086,48.35,48.35,48.35,48.35,0.0,0.0,0.0,Normal,Normal,Normal,26,26,26,,,
2026-02-10,대덕구,법2동,대전대덕우체국,없음,없음,없음,3.268,6753,910,1.92,36.3742416417714,127.4367092870571,36.4474738,127.4003943,8.768,453.8842261816801,453.8842261816801,453.8842261816801,453.8842261816801,0.0,138.89,138.89,138.89,138.89,0.0,35.877,35.877,88.889,54.321,48.324,48.324,48.324,48.324,0.0,0.0,0.0,Normal,Normal,Normal,27,27,27,,,
2026-02-10,동구,판암1동,대전우체국,없음,없음,없음,2.758,5981,835,5.36,36.31738327042319,127.46931161511564,36.3289462,127.433855,3.427,407.11206329979103,407.11206329979103,407.11206329979103,407.11206329979103,0.0,147.61,147.61,147.61,147.61,0.0,40.287,40.287,59.259,76.543,47.707,47.707,47.707,47.707,0.0,0.0,0.0,Normal,Normal,Normal,28,28,28,,,
2026-02-10,서구,관저1동,대전둔산우체국,없음,없음,없음,3.367,6622,1202,1.06,36.30749088879059,127.33870922869716,36.3518707,127.3862544,6.519,499.6451246130414,499.6451246130414,499.6451246130414,499.6451246130414,0.0,148.39,148.39,148.39,148.39,0.0,40.47,40.47,79.012,27.16,46.847,46.847,46.847,46.847,0.0,0.0,0.0,Normal,Normal,Normal,29,29,29,,,
2026-02-10,대덕구,덕암동,대전대덕우체국,없음,없음,없음,4.812,6654,2321,6.24,36.43111934375323,127.428254440318,36.4474738,127.4003943,3.085,698.2214132456376,698.2214132456376,698.2214132456376,698.2214132456376,0.0,145.1,145.1,145.1,145.1,0.0,39.444,39.444,55.556,80.247,46.747,46.747,46.747,46.747,0.0,0.0,0.0,Normal,Normal,Normal,30,30,30,,,
2026-02-10,중구,대사동,서대전우체국,없음,없음,없음,2.106,3259,969,2.02,36.31054276066311,127.42202225281456,36.3344823,127.3979405,3.426,312.40969173810106,312.40969173810106,312.40969173810106,312.40969173810106,0.0,148.34,148.34,148.34,148.34,0.0,40.455,40.455,58.025,56.79,45.602,45.602,45.602,45.602,0.0,0.0,0.0,Normal,Normal,Normal,31,31,31,,,
2026-02-10,중구,문화1동,서대전우체국,없음,없음,없음,4.123,8407,1398,2.17,36.309175199402056,127.41259599792038,36.3344823,127.3979405,3.105,611.7707514059342,611.7707514059342,611.7707514059342,611.7707514059342,0.0,148.38,148.38,148.38,148.38,0.0,40.466,40.466,56.79,58.025,45.487,45.487,45.487,45.487,0.0,0.0,0.0,Normal,Normal,Normal,32,32,32,,,
2026-02-10,서구,도마2동,대전둔산우체국,없음,없음,없음,4.267,8135,1509,1.77,36.32051768969095,127.36544105632946,36.3518707,127.3862544,3.953,619.5078597129382,619.5078597129382,619.5078597129382,619.5078597129382,0.0,145.19,145.19,145.19,145.19,0.0,39.48,39.48,62.963,51.852,45.414,45.414,45.414,45.414,0.0,0.0,0.0,Normal,Normal,Normal,33,33,33,,,
2026-02-10,동구,효동,대전우체국,없음,없음,없음,5.221,8968,2107,2.41,36.31036013413472,127.4565776733535,36.3289462,127.433855,2.901,761.0922775141183,761.0922775141183,761.0922775141183,761.0922775141183,0.0,145.78,145.78,145.78,145.78,0.0,39.71,39.71,53.086,60.494,44.464,44.464,44.464,44.464,0.0,0.0,0.0,Normal,Normal,Normal,34,34,34,,,
2026-02-10,서구,월평1동,대전둔산우체국,없음,없음,없음,4.902,7630,2176,2.8,36.34361442053737,127.35652623378532,36.3518707,127.3862544,2.816,715.0932480866426,715.0932480866426,715.0932480866426,715.0932480866426,0.0,145.88,145.88,145.88,145.88,0.0,39.754,39.754,50.617,63.58,44.309,44.309,44.309,44.309,0.0,0.0,0.0,Normal,Normal,Normal,35,35,35,,,
2026-02-10,서구,도마1동,대전둔산우체국,없음,없음,없음,5.525,9732,2140,1.63,36.31869308760175,127.38169731223252,36.3518707,127.3862544,3.712,800.1156506270906,800.1156506270906,800.1156506270906,800.1156506270906,0.0,144.82,144.82,144.82,144.82,0.0,39.301,39.301,60.494,46.914,44.301,44.301,44.301,44.301,0.0,0.0,0.0,Normal,Normal,Normal,36,36,36,,,
2026-02-10,중구,부사동,서대전우체국,없음,없음,없음,2.507,3421,1274,1.14,36.311544139658,127.43267478703264,36.3344823,127.3979405,4.024,373.1970208643378,373.1970208643378,373.1970208643378,373.1970208643378,0.0,148.86,148.86,148.86,148.86,0.0,40.59,40.59,64.198,29.63,44.216,44.216,44.216,44.216,0.0,0.0,0.0,Normal,Normal,Normal,37,37,37,,,
2026-02-10,동구,용운동,대전우체국,없음,없음,없음,5.244,10330,1805,3.47,36.3334543818643,127.46197998935912,36.3289462,127.433855,2.569,767.0762403798506,767.0762403798506,767.0762403798506,767.0762403798506,0.0,146.28,146.28,146.28,146.28,0.0,39.889,39.889,45.679,69.136,43.972,43.972,43.972,43.972,0.0,0.0,0.0,Normal,Normal,Normal,38,38,38,,,
2026-02-10,유성구,상대동,대전유성우체국,없음,없음,없음,4.356,9173,1455,2.5,36.34053279332082,127.32904588758936,36.354967,127.344751,2.134,655.1102338949091,655.1102338949091,655.1102338949091,655.1102338949091,0.0,150.39,150.39,150.39,150.39,0.0,40.952,40.952,41.975,61.728,43.234,43.234,43.234,43.234,0.0,0.0,0.0,Normal,Normal,Normal,39,39,39,,,
2026-02-10,대덕구,법1동,대전대덕우체국,없음,없음,없음,2.587,5857,562,0.71,36.37128414285752,127.42585558094534,36.4474738,127.4003943,8.773,353.61535602723825,353.61535602723825,353.61535602723825,353.61535602723825,0.0,136.69,136.69,136.69,136.69,0.0,34.445,34.445,90.123,10.494,43.186,43.186,43.186,43.186,0.0,0.0,0.0,Normal,Normal,Normal,40,40,40,,,
2026-02-10,중구,문화2동,서대전우체국,없음,없음,없음,2.883,5924,949,1.46,36.3074818325631,127.40249279950352,36.3344823,127.3979405,3.03,424.7230737245465,424.7230737245465,424.7230737245465,424.7230737245465,0.0,147.32,147.32,147.32,147.32,0.0,40.207,40.207,54.321,40.741,43.083,43.083,43.083,43.083,0.0,0.0,0.0,Normal,Normal,Normal,41,41,41,,,
2026-02-10,동구,가양2동,대전우체국,없음,없음,없음,5.169,9766,1863,1.68,36.34844195921923,127.45406473342942,36.3289462,127.433855,2.824,752.7817563424828,752.7817563424828,752.7817563424828,752.7817563424828,0.0,145.63,145.63,145.63,145.63,0.0,39.663,39.663,51.852,49.383,43.073,43.073,43.073,43.073,0.0,0.0,0.0,Normal,Normal,Normal,42,42,42,,,
2026-02-10,유성구,온천2동,대전유성우체국,없음,없음,없음,12.0,21408,4850,7.0,36.36963958741781,127.35154276208392,36.354967,127.344751,1.741,1785.1727414831005,1785.1727414831005,1785.1727414831005,1785.1727414831005,0.0,148.76,148.76,148.76,148.76,0.0,40.569,40.569,25.926,81.481,41.732,41.732,41.732,41.732,0.0,0.0,0.0,Normal,Normal,Normal,43,43,43,,,
2026-02-10,중구,대흥동,서대전우체국,없음,없음,없음,5.081,7428,2488,1.2,36.32303594098726,127.42376622963994,36.3344823,127.3979405,2.641,761.2923530217954,761.2923530217954,761.2923530217954,761.2923530217954,0.0,149.83,149.83,149.83,149.83,0.0,40.799,40.799,46.914,33.951,41.337,41.337,41.337,41.337,0.0,0.0,0.0,Normal,Normal,Normal,44,44,44,,,
2026-02-10,동구,용전동,대전우체국,없음,없음,없음,6.505,11770,2478,1.2,36.35408965503487,127.43427686988466,36.3289462,127.433855,2.796,948.2608811628082,948.2608811628082,948.2608811628082,948.2608811628082,0.0,145.77,145.77,145.77,145.77,0.0,39.707,39.707,49.383,33.951,41.067,41.067,41.067,41.067,0.0,0.0,0.0,Normal,Normal,Normal,45,45,45,,,
2026-02-10,서구,변동,대전둔산우체국,없음,없음,없음,4.423,6538,1992,1.48,36.328007494086265,127.38031550817612,36.3518707,127.3862544,2.706,635.2043572597943,635.2043572597943,635.2043572597943,635.2043572597943,0.0,143.61,143.61,143.61,143.61,0.0,38.75,38.75,48.148,41.975,40.952,40.952,40.952,40.952,0.0,0.0,0.0,Normal,Normal,Normal,46,46,46,,,
2026-02-10,중구,문창동,서대전우체국,없음,없음,없음,2.106,2508,1167,0.46,36.31790880166801,127.4362154090174,36.3344823,127.3979405,3.893,314.65720697899826,314.65720697899826,314.65720697899826,314.65720697899826,0.0,149.41,149.41,149.41,149.41,0.0,40.711,40.711,61.728,0.0,40.843,40.843,40.843,40.843,0.0,0.0,0.0,Normal,Normal,Normal,47,47,47,,,
2026-02-10,중구,은행선화동,서대전우체국,없음,없음,없음,7.136,8398,4045,1.49,36.33143970182906,127.42056045109832,36.3344823,127.3979405,2.054,1077.8225094025029,1077.8225094025029,1077.8225094025029,1077.8225094025029,0.0,151.04,151.04,151.04,151.04,0.0,41.124,41.124,35.802,43.21,40.268,40.268,40.268,40.268,0.0,0.0,0.0,Normal,Normal,Normal,48,48,48,,,
2026-02-10,서구,만년동,대전둔산우체국,없음,없음,없음,3.92,6100,1771,1.71,36.368389886465586,127.3828053708733,36.3518707,127.3862544,1.863,577.2224473633149,577.2224473633149,577.2224473633149,577.2224473633149,0.0,147.25,147.25,147.25,147.25,0.0,40.185,40.185,32.099,50.617,39.611,39.611,39.611,39.611,0.0,0.0,0.0,Normal,Normal,Normal,49,49,49,,,
2026-02-10,유성구,원신흥동,대전유성우체국,없음,없음,없음,6.139,13553,1902,2.8,36.342709122769634,127.34600489222665,36.354967,127.344751,1.368,924.2610558787701,924.2610558787701,924.2610558787701,924.2610558787701,0.0,150.56,150.56,150.56,150.56,0.0,40.988,40.988,22.222,63.58,39.494,39.494,39.494,39.494,0.0,0.0,0.0,Normal,Normal,Normal,50,50,50,,,
2026-02-10,서구,갈마1동,대전둔산우체국,없음,없음,없음,6.037,11924,2099,1.5,36.34862288787222,127.36583843348868,36.3518707,127.3862544,1.864,888.1689418917912,888.1689418917912,888.1689418917912,888.1689418917912,0.0,147.12,147.12,147.12,147.12,0.0,40.163,40.163,33.333,45.062,39.287,39.287,39.287,39.287,0.0,0.0,0.0,Normal,Normal,Normal,51,51,51,,,
2026-02-10,서구,내동,대전둔산우체국,없음,없음,없음,4.755,9542,1611,0.99,36.33439858110368,127.37754674587718,36.3518707,127.3862544,2.094,698.638948502197,698.638948502197,698.638948502197,698.638948502197,0.0,146.93,146.93,146.93,146.93,0.0,40.101,40.101,39.506,22.222,38.194,38.194,38.194,38.194,0.0,0.0,0.0,Normal,Normal,Normal,52,52,52,,,
2026-02-10,대덕구,목상동,대전대덕우체국,없음,없음,없음,3.199,3154,1965,5.79,36.43993740673555,127.40305896551196,36.4474738,127.4003943,0.871,483.3565659863254,483.3565659863254,483.3565659863254,483.3565659863254,0.0,151.1,151.1,151.1,151.1,0.0,41.145,41.145,6.173,77.778,37.814,37.814,37.814,37.814,0.0,0.0,0.0,Normal,Normal,Normal,53,53,53,,,
2026-02-10,유성구,온천1동,대전유성우체국,없음,없음,없음,11.938,17734,5662,5.0,36.35628949086425,127.3336193903544,36.354967,127.344751,1.008,1768.5646937979548,1768.5646937979548,1768.5646937979548,1768.5646937979548,0.0,148.15,148.15,148.15,148.15,0.0,40.412,40.412,9.877,74.074,37.671,37.671,37.671,37.671,0.0,0.0,0.0,Normal,Normal,Normal,54,54,54,,,
2026-02-10,대덕구,석봉동,대전대덕우체국,없음,없음,없음,3.632,6682,1250,1.22,36.44937602135271,127.42369434147474,36.4474738,127.4003943,2.095,510.7114563008421,510.7114563008421,510.7114563008421,510.7114563008421,0.0,140.61,140.61,140.61,140.61,0.0,37.034,37.034,40.741,35.802,37.652,37.652,37.652,37.652,0.0,0.0,0.0,Normal,Normal,Normal,55,55,55,,,
2026-02-10,서구,월평3동,대전둔산우체국,없음,없음,없음,3.163,7609,817,0.9,36.36119431302878,127.36746455321634,36.3518707,127.3862544,1.976,474.70332106919267,474.70332106919267,474.70332106919267,474.70332106919267,0.0,150.08,150.08,150.08,150.08,0.0,40.864,40.864,34.568,20.988,37.617,37.617,37.617,37.617,0.0,0.0,0.0,Normal,Normal,Normal,56,56,56,,,
2026-02-10,동구,판암2동,대전우체국,없음,없음,없음,2.055,5130,469,0.76,36.32116846444311,127.45481653995778,36.3289462,127.433855,2.067,305.6272941761059,305.6272941761059,305.6272941761059,305.6272941761059,0.0,148.72,148.72,148.72,148.72,0.0,40.547,40.547,37.037,14.815,37.272,37.272,37.272,37.272,0.0,0.0,0.0,Normal,Normal,Normal,57,57,57,,,
2026-02-10,서구,가장동,대전둔산우체국,없음,없음,없음,2.493,4775,892,0.57,36.33163295860545,127.38831253446264,36.3518707,127.3862544,2.258,364.735997406828,364.735997406828,364.735997406828,364.735997406828,0.0,146.3,146.3,146.3,146.3,0.0,39.893,39.893,44.444,2.469,37.061,37.061,37.061,37.061,0.0,0.0,0.0,Normal,Normal,Normal,58,58,58,,,
2026-02-10,동구,홍도동,대전우체국,없음,없음,없음,3.183,6209,1109,0.63,36.34812922119385,127.42576115402429,36.3289462,127.433855,2.253,465.3054817233333,465.3054817233333,465.3054817233333,465.3054817233333,0.0,146.18,146.18,146.18,146.18,0.0,39.853,39.853,43.21,4.938,37.033,37.033,37.033,37.033,0.0,0.0,0.0,Normal,Normal,Normal,59,59,59,,,
2026-02-10,중구,유천1동,서대전우체국,없음,없음,없음,2.844,3410,1584,0.6,36.31628531515939,127.3928326385498,36.3344823,127.3979405,2.075,427.34575816505384,427.34575816505384,427.34575816505384,427.34575816505384,0.0,150.26,150.26,150.26,150.26,0.0,40.908,40.908,38.272,3.704,36.66,36.66,36.66,36.66,0.0,0.0,0.0,Normal,Normal,Normal,60,60,60,,,
2026-02-10,동구,자양동,대전우체국,없음,없음,없음,3.352,6951,1063,1.15,36.33836164172759,127.45014644283584,36.3289462,127.433855,1.796,489.4515559779129,489.4515559779129,489.4515559779129,489.4515559779129,0.0,146.02,146.02,146.02,146.02,0.0,39.798,39.798,28.395,30.864,36.624,36.624,36.624,36.624,0.0,0.0,0.0,Normal,Normal,Normal,61,61,61,,,
2026-02-10,서구,괴정동,대전둔산우체국,없음,없음,없음,7.712,11723,3492,1.25,36.33805614763952,127.37878675887728,36.3518707,127.3862544,1.675,1124.9006835300424,1124.9006835300424,1124.9006835300424,1124.9006835300424,0.0,145.86,145.86,145.86,145.86,0.0,39.754,39.754,24.691,38.272,36.593,36.593,36.593,36.593,0.0,0.0,0.0,Normal,Normal,Normal,62,62,62,,,
2026-02-10,서구,용문동,대전둔산우체국,없음,없음,없음,3.702,7131,1318,1.01,36.33881252746284,127.3984704509078,36.3518707,127.3862544,1.818,542.2104936078965,542.2104936078965,542.2104936078965,542.2104936078965,0.0,146.46,146.46,146.46,146.46,0.0,39.944,39.944,29.63,24.691,36.356,36.356,36.356,36.356,0.0,0.0,0.0,Normal,Normal,Normal,63,63,63,,,
2026-02-10,동구,가양1동,대전우체국,없음,없음,없음,3.738,6891,1366,1.03,36.34322301192842,127.44313464778686,36.3289462,127.433855,1.792,540.2369345682217,540.2369345682217,540.2369345682217,540.2369345682217,0.0,144.53,144.53,144.53,144.53,0.0,39.177,39.177,27.16,25.926,35.448,35.448,35.448,35.448,0.0,0.0,0.0,Normal,Normal,Normal,64,64,64,,,
2026-02-10,중구,중촌동,서대전우체국,없음,없음,없음,3.604,6595,1422,1.19,36.342107015119666,127.40877163337778,36.3344823,127.3979405,1.288,537.2389881831359,537.2389881831359,537.2389881831359,537.2389881831359,0.0,149.07,149.07,149.07,149.07,0.0,40.634,40.634,18.519,32.099,35.357,35.357,35.357,35.357,0.0,0.0,0.0,Normal,Normal,Normal,65,65,65,,,
2026-02-10,중구,유천2동,서대전우체국,없음,없음,없음,3.685,6540,1490,0.7,36.31788541478319,127.39971713333622,36.3344823,127.3979405,1.852,546.8310090680317,546.8310090680317,546.8310090680317,546.8310090680317,0.0,148.39,148.39,148.39,148.39,0.0,40.47,40.47,30.864,8.025,35.304,35.304,35.304,35.304,0.0,0.0,0.0,Normal,Normal,Normal,66,66,66,,,
2026-02-10,동구,삼성동,대전우체국,없음,없음,없음,4.443,6432,2022,1.31,36.3387751804416,127.42531778053282,36.3289462,127.433855,1.334,635.883400166694,635.883400166694,635.883400166694,635.883400166694,0.0,143.12,143.12,143.12,143.12,0.0,38.505,38.505,19.753,39.506,34.855,34.855,34.855,34.855,0.0,0.0,0.0,Normal,Normal,Normal,67,67,67,,,
2026-02-10,서구,탄방동,대전둔산우체국,없음,없음,없음,9.909,14893,4575,1.65,36.34366753339107,127.3897174059272,36.3518707,127.3862544,0.963,1453.5304640153017,1453.5304640153017,1453.5304640153017,1453.5304640153017,0.0,146.69,146.69,146.69,146.69,0.0,40.028,40.028,8.642,48.148,34.563,34.563,34.563,34.563,0.0,0.0,0.0,Normal,Normal,Normal,68,68,68,,,
2026-02-10,서구,둔산2동,대전둔산우체국,없음,없음,없음,10.829,15091,5327,2.4,36.35476231012607,127.37945811482132,36.3518707,127.3862544,0.688,1594.650997391556,1594.650997391556,1594.650997391556,1594.650997391556,0.0,147.26,147.26,147.26,147.26,0.0,40.185,40.185,2.469,59.259,34.549,34.549,34.549,34.549,0.0,0.0,0.0,Normal,Normal,Normal,69,69,69,,,
2026-02-10,동구,성남동,대전우체국,없음,없음,없음,3.002,5286,1164,0.83,36.3438359096628,127.43324655677736,36.3289462,127.433855,1.657,434.87794801902595,434.87794801902595,434.87794801902595,434.87794801902595,0.0,144.86,144.86,144.86,144.86,0.0,39.323,39.323,23.457,19.753,34.193,34.193,34.193,34.193,0.0,0.0,0.0,Normal,Normal,Normal,70,70,70,,,
2026-02-10,중구,태평2동,서대전우체국,없음,없음,없음,4.378,9515,1329,1.0,36.32515544957157,127.39164424851808,36.3344823,127.3979405,1.181,647.772531275679,647.772531275679,647.772531275679,647.772531275679,0.0,147.96,147.96,147.96,147.96,0.0,40.382,40.382,14.815,23.457,33.576,33.576,33.576,33.576,0.0,0.0,0.0,Normal,Normal,Normal,71,71,71,,,
2026-02-10,서구,갈마2동,대전둔산우체국,없음,없음,없음,6.529,13564,2136,0.73,36.346573975545475,127.37401179364224,36.3518707,127.3862544,1.245,965.9736587241837,965.9736587241837,965.9736587241837,965.9736587241837,0.0,147.95,147.95,147.95,147.95,0.0,40.375,40.375,17.284,12.346,32.954,32.954,32.954,32.954,0.0,0.0,0.0,Normal,Normal,Normal,72,72,72,,,
2026-02-10,서구,둔산3동,대전둔산우체국,없음,없음,없음,3.889,7883,1332,0.75,36.35324728323007,127.39991834934412,36.3518707,127.3862544,1.233,577.3641728146071,577.3641728146071,577.3641728146071,577.3641728146071,0.0,148.46,148.46,148.46,148.46,0.0,40.488,40.488,16.049,13.58,32.909,32.909,32.909,32.909,0.0,0.0,0.0,Normal,Normal,Normal,73,73,73,,,
2026-02-10,서구,월평2동,대전둔산우체국,없음,없음,없음,4.11,6722,1794,0.55,36.36148640008324,127.37685175494548,36.3518707,127.3862544,1.361,608.3114485439687,608.3114485439687,608.3114485439687,608.3114485439687,0.0,148.01,148.01,148.01,148.01,0.0,40.39,40.39,20.988,1.235,32.594,32.594,32.594,32.594,0.0,0.0,0.0,Normal,Normal,Normal,74,74,74,,,
2026-02-10,중구,오류동,서대전우체국,없음,없음,없음,3.616,4982,1866,0.66,36.32638271246514,127.40464638679131,36.3344823,127.3979405,1.083,545.3676126380699,545.3676126380699,545.3676126380699,545.3676126380699,0.0,150.82,150.82,150.82,150.82,0.0,41.08,41.08,13.58,6.173,32.089,32.089,32.089,32.089,0.0,0.0,0.0,Normal,Normal,Normal,75,75,75,,,
2026-02-10,중구,목동,서대전우체국,없음,없음,없음,2.88,5877,980,0.71,36.333244416031064,127.4099022855791,36.3344823,127.3979405,1.08,428.14284417331436,428.14284417331436,428.14284417331436,428.14284417331436,0.0,148.66,148.66,148.66,148.66,0.0,40.539,40.539,12.346,10.494,31.896,31.896,31.896,31.896,0.0,0.0,0.0,Normal,Normal,Normal,76,76,76,,,
2026-02-10,동구,대동,대전우체국,없음,없음,없음,3.32,6110,1229,0.78,36.32882179453726,127.44516970753368,36.3289462,127.433855,1.014,482.14820163903033,482.14820163903033,482.14820163903033,482.14820163903033,0.0,145.23,145.23,145.23,145.23,0.0,39.502,39.502,11.111,16.667,31.54,31.54,31.54,31.54,0.0,0.0,0.0,Normal,Normal,Normal,77,77,77,,,
2026-02-10,동구,신인동,대전우체국,없음,없음,없음,3.209,6926,976,0.82,36.32259117871861,127.44114624924396,36.3289462,127.433855,0.962,473.03413262186103,473.03413262186103,473.03413262186103,473.03413262186103,0.0,147.41,147.41,147.41,147.41,0.0,40.233,40.233,7.407,18.519,31.496,31.496,31.496,31.496,0.0,0.0,0.0,Normal,Normal,Normal,78,78,78,,,
2026-02-10,서구,둔산1동,대전둔산우체국,없음,없음,없음,4.825,5737,2605,1.07,36.35339498070636,127.3899287194474,36.3518707,127.3862544,0.37,708.408072380629,708.408072380629,708.408072380629,708.408072380629,0.0,146.82,146.82,146.82,146.82,0.0,40.072,40.072,1.235,28.395,31.137,31.137,31.137,31.137,0.0,0.0,0.0,Normal,Normal,Normal,79,79,79,,,
2026-02-10,중구,용두동,서대전우체국,없음,없음,없음,2.835,5165,1109,0.78,36.33036204222849,127.40586289692028,36.3344823,127.3979405,0.845,419.9266619917191,419.9266619917191,419.9266619917191,419.9266619917191,0.0,148.12,148.12,148.12,148.12,0.0,40.412,40.412,4.938,16.667,30.943,30.943,30.943,30.943,0.0,0.0,0.0,Normal,Normal,Normal,80,80,80,,,
2026-02-10,중구,태평1동,서대전우체국,없음,없음,없음,2.837,5211,1108,0.7,36.3280713968016,127.3983950421332,36.3344823,127.3979405,0.714,421.7498962044673,421.7498962044673,421.7498962044673,421.7498962044673,0.0,148.66,148.66,148.66,148.66,0.0,40.539,40.539,3.704,8.025,29.921,29.921,29.921,29.921,0.0,0.0,0.0,Normal,Normal,Normal,81,81,81,,,
2026-02-10,동구,중앙동,대전우체국,없음,없음,없음,4.886,2746,3182,1.24,36.33113888314285,127.43416166313315,36.3289462,127.433855,0.245,680.0768200341647,680.0768200341647,680.0768200341647,680.0768200341647,0.0,139.19,139.19,139.19,139.19,0.0,36.063,36.063,0.0,37.037,28.948,28.948,28.948,28.948,0.0,0.0,0.0,Normal,Normal,Normal,82,82,82,,,
2026-02-11,유성구,구즉동,대전유성우체국,없음,없음,없음,6.819,15084,2078,27.5,36.4610487793129,127.37859881853969,36.354967,127.344751,12.178,1049.5574423635408,1049.5574423635408,1049.5574423635408,1049.5574423635408,0.0,153.92,153.92,153.92,153.92,0.0,42.077,42.077,98.765,92.593,58.466,58.466,58.466,58.466,0.0,0.0,0.0,Normal,Normal,Normal,1,1,1,,,
2026-02-11,동구,산내동,대전우체국,없음,없음,없음,5.251,8289,2247,50.42,36.24934161075709,127.46264937980769,36.3289462,127.433855,9.22,776.775868120138,776.775868120138,776.775868120138,776.775868120138,0.0,147.93,147.93,147.93,147.93,0.0,40.371,40.371,92.593,98.765,56.655,56.655,56.655,56.655,0.0,0.0,0.0,Normal,Normal,Normal,2,2,2,,,
2026-02-11,중구,산성동,서대전우체국,없음,없음,없음,8.333,12636,3935,41.6,36.26048562238599,127.40973644048536,36.3344823,127.3979405,8.296,1276.3784387914034,1276.3784387914034,1276.3784387914034,1276.3784387914034,0.0,153.17,153.17,153.17,153.17,0.0,41.846,41.846,86.42,96.296,56.206,56.206,56.206,56.206,0.0,0.0,0.0,Normal,Normal,Normal,3,3,3,,,
2026-02-11,유성구,관평동,대전유성우체국,없음,없음,없음,9.276,12675,4693,7.2,36.42262206583791,127.3987605326769,36.354967,127.344751,8.942,1415.3166946454505,1415.3166946454505,1415.3166946454505,1415.3166946454505,0.0,152.58,152.58,152.58,152.58,0.0,41.609,41.609,91.358,82.716,55.67,55.67,55.67,55.67,0.0,0.0,0.0,Normal,Normal,Normal,4,4,4,,,
2026-02-11,대덕구,오정동,대전대덕우체국,없음,없음,없음,7.615,7509,4629,3.06,36.352134022277255,127.4158434789732,36.4474738,127.4003943,10.691,1173.0909345423847,1173.0909345423847,1173.0909345423847,1173.0909345423847,0.0,154.05,154.05,154.05,154.05,0.0,42.12,42.12,97.531,65.432,55.533,55.533,55.533,55.533,0.0,0.0,0.0,Normal,Normal,Normal,5,5,5,,,
2026-02-11,서구,기성동,대전둔산우체국,없음,없음,없음,1.272,1832,533,49.16,36.23367009769695,127.32510895577362,36.3518707,127.3862544,14.24,178.26402321002527,178.26402321002527,178.26402321002527,178.26402321002527,0.0,140.14,140.14,140.14,140.14,0.0,36.727,36.727,100.0,97.531,55.462,55.462,55.462,55.462,0.0,0.0,0.0,Normal,Normal,Normal,6,6,6,,,
2026-02-11,유성구,진잠동,대전유성우체국,없음,없음,없음,7.592,11811,3413,40.4,36.298709622346934,127.29164124676134,36.354967,127.344751,7.859,1145.0640415788725,1145.0640415788725,1145.0640415788725,1145.0640415788725,0.0,150.83,150.83,150.83,150.83,0.0,41.08,41.08,83.951,95.062,55.052,55.052,55.052,55.052,0.0,0.0,0.0,Normal,Normal,Normal,7,7,7,,,
2026-02-11,대덕구,대화동,대전대덕우체국,없음,없음,없음,4.622,3374,3203,3.18,36.369581615188885,127.4072683699094,36.4474738,127.4003943,8.683,730.375014803309,730.375014803309,730.375014803309,730.375014803309,0.0,158.02,158.02,158.02,158.02,0.0,43.464,43.464,87.654,66.667,54.622,54.622,54.622,54.622,0.0,0.0,0.0,Normal,Normal,Normal,8,8,8,,,
2026-02-11,대덕구,비래동,대전대덕우체국,없음,없음,없음,4.064,6952,1558,3.35,36.36472076902099,127.45496959210804,36.4474738,127.4003943,10.418,592.375866768603,592.375866768603,592.375866768603,592.375866768603,0.0,145.76,145.76,145.76,145.76,0.0,39.707,39.707,96.296,67.901,53.844,53.844,53.844,53.844,0.0,0.0,0.0,Normal,Normal,Normal,9,9,9,,,
